mid,patch,radiant_win
6442,9,True
54111,28,True
74748,41,False
71309,41,False
76424,41,True
43536,21,False
63778,40,False
15,4,True
63577,40,True
17647,12,False
73801,41,False
39137,18,False
23148,13,False
7252,10,False
878,6,False
55771,33,True
50819,25,True
43715,21,False
41665,18,False
69760,41,False
41716,18,True
67033,40,True
1739,7,False
38512,18,False
7400,10,False
51219,26,False
37709,18,False
62637,40,True
54938,31,True
48581,25,True
22705,13,True
15736,12,False
79253,43,True
55807,34,False
65172,40,True
80436,43,True
77412,43,False
5232,8,False
5969,9,False
62979,40,True
79057,43,False
15245,11,False
23057,13,False
76312,41,False
58140,38,True
6657,9,False
19204,13,False
13549,11,True
13226,11,True
19540,13,False
45124,23,True
78740,43,True
37353,18,True
53240,26,True
68187,41,True
71196,41,True
39576,18,True
30712,16,False
29263,15,False
12457,11,False
26797,14,False
68787,41,True
6841,10,False
56096,34,True
888,6,False
18380,12,False
38522,18,True
34499,17,True
46731,25,True
5506,8,True
3120,8,True
51966,26,True
10035,11,True
58092,38,False
37710,18,False
10219,11,False
1091,6,False
75219,41,False
79998,43,True
9555,11,False
59522,38,False
30465,15,True
8352,10,True
30300,15,True
64143,40,True
65375,40,False
21442,13,True
76230,41,False
45508,24,True
70748,41,True
38662,18,True
74590,41,False
10174,11,True
61188,39,True
44030,21,False
74940,41,False
76082,41,True
32222,16,False
23738,13,True
62852,40,False
73060,41,False
73827,41,False
66140,40,False
76362,41,True
12996,11,True
43820,21,False
23206,13,False
74371,41,False
4423,8,False
4614,8,False
40543,18,False
20034,13,True
57532,38,False
52653,26,True
9714,11,True
42731,20,True
22695,13,True
41502,18,True
2485,7,True
64174,40,True
55781,33,False
19180,13,True
28496,15,True
34014,16,True
19464,13,False
13860,11,False
15235,11,False
18669,13,True
29029,15,True
29266,15,False
29321,15,False
30891,16,True
48501,25,True
4544,8,True
50477,25,True
79803,43,True
22368,13,True
74624,41,True
56624,36,False
78854,43,False
76846,43,True
43881,21,True
32425,16,False
32004,16,False
67841,40,True
50175,25,True
78560,43,True
39901,18,False
66233,40,False
64716,40,False
37059,18,False
9716,11,False
37511,18,True
40138,18,False
76909,43,True
48793,25,False
13477,11,True
53909,27,True
70192,41,False
37574,18,True
67687,40,False
80358,43,True
13536,11,True
3320,8,False
50111,25,True
60045,39,False
53185,26,False
11317,11,True
57650,38,True
69739,41,True
77323,43,True
18401,12,True
55942,34,False
17291,12,True
33278,16,True
55423,32,False
7766,10,True
43034,20,False
6049,9,True
7114,10,False
10817,11,False
18145,12,True
17448,12,True
80172,43,True
46251,24,True
18506,12,False
8257,10,False
41255,18,True
46722,25,True
15917,12,False
78388,43,True
55415,32,False
65832,40,False
33800,16,True
23536,13,False
35106,17,True
10535,11,True
25703,14,False
59842,38,False
71237,41,False
4258,8,False
39300,18,False
64429,40,True
65072,40,True
64335,40,True
49215,25,True
59632,38,True
3914,8,False
57586,38,False
20982,13,True
13184,11,False
36646,18,True
67345,40,True
38745,18,False
45179,24,False
39708,18,True
20136,13,True
10185,11,False
28912,15,True
76647,41,True
55966,34,False
81388,43,True
6668,9,False
74790,41,True
56846,37,False
8050,10,True
68809,41,True
33410,16,False
54360,29,False
7330,10,False
49793,25,True
54063,28,False
50572,25,False
10265,11,False
59121,38,True
5272,8,True
21236,13,False
66190,40,True
60273,39,True
77458,43,False
74148,41,True
69804,41,True
77596,43,True
34482,17,True
17701,12,False
19534,13,True
55165,31,False
22949,13,False
59625,38,True
56404,35,True
60447,39,False
63641,40,True
72464,41,False
34250,17,False
73015,41,False
52724,26,True
10208,11,True
60039,39,False
66488,40,True
64600,40,True
9085,11,True
8753,10,True
12873,11,True
64315,40,True
63102,40,False
51506,26,True
4369,8,True
71783,41,True
63576,40,True
61620,39,False
72973,41,False
58997,38,False
72019,41,True
50384,25,False
47816,25,True
78975,43,False
13266,11,True
9742,11,True
59782,38,True
80350,43,True
35982,18,False
32609,16,True
29241,15,False
74745,41,False
3760,8,True
41653,18,False
43669,21,True
8696,10,False
2928,8,True
14789,11,False
61481,39,True
63612,40,False
13707,11,False
2470,7,True
81001,43,False
56000,34,True
61638,39,True
30578,15,True
40300,18,True
3199,8,True
41296,18,False
34797,17,True
74427,41,True
74463,41,True
79117,43,True
61083,39,False
44081,21,False
39723,18,False
49555,25,False
24998,14,True
33237,16,True
80444,43,False
49355,25,False
34809,17,True
37643,18,True
24209,14,False
12251,11,True
43246,20,False
8040,10,False
24408,14,False
35434,17,True
69322,41,False
14536,11,True
69179,41,True
72744,41,True
78431,43,False
63415,40,True
26562,14,False
33754,16,True
20411,13,False
9192,11,True
33838,16,False
7729,10,True
36514,18,False
57592,38,True
51306,26,True
73215,41,True
26490,14,False
48784,25,True
71336,41,True
73338,41,False
45952,24,False
31203,16,True
74133,41,False
18451,12,True
44874,23,True
44783,23,True
72605,41,False
40028,18,True
22666,13,True
30682,16,False
58722,38,True
18148,12,False
76974,43,False
39156,18,False
36650,18,True
64527,40,False
26669,14,True
74654,41,False
75524,41,True
11900,11,True
17634,12,False
24130,14,False
72840,41,False
2887,8,True
61521,39,False
32841,16,False
57259,38,True
26121,14,False
63038,40,False
6544,9,False
10252,11,False
18097,12,False
43119,20,False
24070,14,True
7427,10,True
50242,25,True
29606,15,True
50116,25,False
72942,41,True
15788,12,True
32082,16,True
62341,39,True
57102,38,True
64724,40,True
68918,41,False
78998,43,False
657,5,True
51813,26,False
48310,25,False
42047,19,False
69599,41,True
72297,41,False
69911,41,True
24690,14,False
50032,25,True
20100,13,False
68948,41,True
75977,41,True
45984,24,False
61616,39,False
32799,16,False
73012,41,True
1795,7,True
15305,12,False
32521,16,False
52722,26,True
73142,41,True
32520,16,True
41949,19,False
64067,40,True
66067,40,True
35149,17,True
76581,41,True
51436,26,False
24671,14,True
36965,18,False
25489,14,False
20930,13,False
23626,13,False
17922,12,False
75767,41,True
3611,8,False
68551,41,False
17408,12,False
48935,25,True
19636,13,True
73594,41,False
15281,11,False
34422,17,False
30407,15,True
31466,16,False
65499,40,False
59780,38,False
25147,14,False
38400,18,False
39661,18,True
81059,43,True
71386,41,False
62548,40,False
32736,16,True
76334,41,True
79157,43,True
13221,11,False
57066,37,False
29964,15,True
62366,39,True
24581,14,False
75753,41,True
61072,39,False
63024,40,False
29612,15,False
42230,20,False
59597,38,True
10734,11,True
25461,14,False
2336,7,True
63928,40,False
23646,13,False
33324,16,False
70432,41,False
28927,15,True
59773,38,True
13546,11,True
31972,16,True
75399,41,False
66031,40,True
66461,40,True
6575,9,False
10418,11,True
30384,15,True
8113,10,True
37631,18,False
3660,8,False
28987,15,True
52099,26,True
64282,40,False
14725,11,True
64051,40,True
37302,18,False
16552,12,True
42799,20,True
79092,43,True
54755,30,False
70540,41,True
17401,12,False
43781,21,False
65307,40,False
10620,11,True
24972,14,False
58519,38,True
7378,10,True
37854,18,True
54579,30,True
80385,43,False
36364,18,False
44365,22,True
23204,13,True
41009,18,False
8063,10,True
28003,15,False
23362,13,False
51450,26,True
61787,39,False
35666,17,True
38223,18,False
47658,25,False
6746,9,False
29306,15,True
32931,16,False
78220,43,False
16052,12,True
59135,38,True
28648,15,True
21557,13,False
36994,18,True
25475,14,True
5843,8,False
54763,30,False
10071,11,True
55932,34,False
64854,40,False
80168,43,True
29169,15,False
12314,11,False
51496,26,False
36769,18,True
41167,18,True
68541,41,True
8801,10,True
40022,18,False
21769,13,True
47289,25,True
72993,41,False
78301,43,True
10084,11,True
4650,8,True
32668,16,False
7990,10,True
19206,13,True
68819,41,True
45592,24,True
57045,37,True
18657,13,True
52206,26,True
70858,41,False
21675,13,False
56261,35,True
19235,13,True
5198,8,False
31950,16,False
16067,12,True
37002,18,True
48556,25,False
17636,12,True
79146,43,False
21020,13,True
56223,35,False
38914,18,True
48908,25,True
3565,8,False
74986,41,True
53034,26,False
31778,16,False
11863,11,False
47902,25,False
69897,41,False
52485,26,False
41757,18,True
42198,19,False
14361,11,True
66730,40,True
26371,14,False
21755,13,False
16879,12,True
38260,18,False
55032,31,False
49037,25,False
4880,8,False
19048,13,True
14160,11,False
24147,14,True
70990,41,False
55890,34,True
79137,43,True
75275,41,True
14656,11,False
78942,43,True
10117,11,True
4389,8,False
964,6,False
45138,23,False
68668,41,False
22999,13,True
38993,18,True
72524,41,False
60134,39,True
2147,7,False
6632,9,True
9371,11,False
74628,41,True
41584,18,False
21615,13,False
7249,10,False
43380,21,False
44497,22,True
65258,40,False
5914,9,True
44937,23,False
28208,15,True
79923,43,True
18405,12,True
50888,25,False
18544,12,True
46884,25,True
42985,20,True
81298,43,False
30863,16,False
35394,17,False
8771,10,True
34642,17,True
60995,39,False
64832,40,True
7945,10,True
51117,26,True
912,6,True
46485,24,False
74710,41,False
65161,40,False
32573,16,False
2986,8,True
4201,8,False
56245,35,False
38068,18,False
80229,43,False
49143,25,True
38336,18,False
19730,13,True
17169,12,False
14091,11,True
72430,41,False
24877,14,True
23018,13,True
18468,12,False
44851,23,True
22468,13,True
65179,40,True
48731,25,True
49480,25,False
17597,12,False
60564,39,True
80381,43,False
3643,8,False
28657,15,False
73832,41,False
5278,8,False
43300,20,True
27620,14,False
10835,11,True
76607,41,True
7166,10,False
43895,21,True
77355,43,False
33215,16,True
44790,23,True
5191,8,False
79930,43,False
34618,17,True
73902,41,False
67097,40,False
69052,41,True
74753,41,True
73523,41,False
28059,15,True
191,4,True
8966,11,True
49834,25,False
41026,18,False
12537,11,True
23145,13,True
2215,7,True
51218,26,True
22398,13,False
15400,12,False
38552,18,True
50080,25,True
55344,32,False
41377,18,True
1283,7,False
40730,18,True
64782,40,False
1061,6,False
10573,11,True
24710,14,False
8449,10,False
56569,36,False
71773,41,True
10510,11,False
26861,14,False
35931,17,True
62432,40,True
68872,41,False
76443,41,True
52615,26,False
9401,11,False
51265,26,True
46482,24,True
50373,25,False
38763,18,False
33885,16,True
28491,15,True
44894,23,False
12289,11,True
27781,15,False
16248,12,False
24939,14,False
64904,40,False
22598,13,False
39620,18,False
78563,43,True
36427,18,False
70549,41,True
72818,41,False
495,4,True
61478,39,True
10824,11,True
73507,41,True
14782,11,True
70842,41,False
49296,25,False
56731,37,False
63993,40,True
44507,22,True
71988,41,False
21163,13,True
59146,38,True
21381,13,True
53172,26,False
30701,16,True
18351,12,False
17485,12,False
17981,12,False
64722,40,False
42837,20,True
70656,41,False
40521,18,True
28566,15,True
21848,13,False
26001,14,False
15531,12,True
78536,43,True
41110,18,False
24432,14,True
32722,16,False
57025,37,True
69033,41,True
57207,38,False
37917,18,True
77117,43,True
62936,40,True
10362,11,True
1163,7,True
60344,39,False
30974,16,True
40474,18,False
62560,40,True
6362,9,False
31652,16,True
29281,15,False
1001,6,True
59048,38,True
11725,11,True
68672,41,False
25117,14,True
66860,40,True
9159,11,True
40351,18,False
69660,41,True
11603,11,False
59316,38,True
20393,13,True
61625,39,True
35457,17,False
56618,36,False
58188,38,False
23674,13,True
71600,41,False
57007,37,False
11614,11,True
57390,38,True
16152,12,True
74522,41,False
8896,11,False
23052,13,True
574,4,True
21078,13,True
23624,13,True
7546,10,False
6438,9,True
60844,39,True
63322,40,False
24043,14,False
55882,34,True
22253,13,False
3863,8,False
66444,40,True
19270,13,True
49426,25,True
35644,17,False
12136,11,False
11927,11,True
62258,39,False
31735,16,False
28248,15,True
17999,12,True
22418,13,True
30473,15,True
71868,41,False
49612,25,True
55419,32,True
67388,40,False
2478,7,False
69894,41,True
55230,32,True
17117,12,True
63766,40,False
55505,32,False
32510,16,True
39125,18,False
53937,27,True
24923,14,True
75892,41,False
44200,21,False
65188,40,True
20765,13,True
22309,13,False
36277,18,False
12345,11,True
2573,7,False
10571,11,True
44243,21,True
3693,8,False
32889,16,False
70586,41,False
25267,14,False
20250,13,True
45089,23,True
3677,8,False
15797,12,False
12358,11,True
68171,41,False
33456,16,False
70457,41,False
30776,16,False
7156,10,True
12166,11,True
75505,41,True
55146,31,True
78641,43,True
12440,11,False
38738,18,True
18550,12,False
2286,7,False
35765,17,True
37790,18,True
37263,18,True
14170,11,False
27627,14,True
3267,8,True
57149,38,True
36684,18,False
34423,17,False
78741,43,False
66108,40,True
1563,7,True
39416,18,False
43461,21,True
46009,24,True
22917,13,False
69566,41,True
63590,40,False
70929,41,True
31352,16,False
13600,11,False
68201,41,False
77045,43,True
13741,11,True
54153,28,True
2061,7,True
42290,20,False
57531,38,True
33569,16,False
16367,12,True
63739,40,True
29325,15,True
47096,25,False
47952,25,True
8389,10,False
14893,11,False
10583,11,True
69591,41,True
62218,39,False
19134,13,False
74191,41,True
5991,9,False
79185,43,False
16372,12,False
40319,18,False
8577,10,True
32245,16,False
76370,41,False
46692,25,False
22769,13,False
50677,25,True
5376,8,True
61084,39,False
47367,25,False
71439,41,True
72728,41,True
31116,16,False
52594,26,True
77349,43,False
25460,14,True
64366,40,True
63430,40,True
233,4,False
70729,41,False
19716,13,False
47608,25,False
17018,12,True
64550,40,True
25725,14,False
28588,15,True
57119,38,True
59320,38,True
46980,25,False
23167,13,False
58950,38,True
22640,13,True
47613,25,False
12191,11,False
78240,43,False
48306,25,True
20612,13,True
58504,38,True
35432,17,True
44909,23,False
74240,41,False
19545,13,True
52343,26,False
20439,13,True
34302,17,False
51418,26,False
31900,16,True
49789,25,False
11804,11,True
40172,18,False
71023,41,True
4756,8,False
68768,41,False
64655,40,True
37378,18,False
9965,11,True
57362,38,True
23238,13,False
29928,15,False
8779,10,True
16702,12,False
57960,38,True
38786,18,False
66048,40,False
73538,41,True
11400,11,True
58167,38,False
37106,18,True
62875,40,True
25106,14,False
122,4,False
66293,40,True
63250,40,False
17481,12,True
46028,24,True
57727,38,False
71643,41,True
78697,43,True
38392,18,False
53866,27,True
80516,43,False
66736,40,False
67995,40,True
66113,40,True
66258,40,False
39770,18,False
38543,18,True
42966,20,False
15668,12,False
48775,25,True
74946,41,True
11423,11,False
7635,10,False
24729,14,False
29408,15,False
37737,18,False
8031,10,True
14112,11,True
15357,12,True
50057,25,False
42697,20,False
48814,25,False
25361,14,False
56565,36,True
37151,18,False
71476,41,True
28131,15,False
34105,17,True
36914,18,True
26821,14,True
41595,18,True
76957,43,False
31429,16,True
29681,15,True
988,6,False
48485,25,True
47763,25,False
78480,43,False
10135,11,True
11650,11,True
24002,14,True
541,4,True
12290,11,True
56643,36,False
32750,16,True
58221,38,True
5499,8,False
19782,13,True
66142,40,False
27088,14,False
72017,41,True
73773,41,False
42509,20,True
52425,26,True
12164,11,True
22642,13,True
76487,41,False
7622,10,True
24524,14,True
57385,38,True
72702,41,True
31817,16,False
34307,17,True
21225,13,True
52830,26,False
53110,26,False
55188,31,False
15685,12,False
16236,12,True
23686,13,True
80684,43,True
58511,38,False
47415,25,True
38101,18,False
58339,38,True
60557,39,False
15282,11,True
33852,16,True
22504,13,True
36142,18,True
59184,38,False
41182,18,False
3445,8,True
54714,30,False
78785,43,False
6134,9,True
38601,18,True
70979,41,False
39656,18,True
51551,26,True
47200,25,True
44655,22,True
6153,9,True
36793,18,True
10320,11,False
1323,7,True
17313,12,True
13230,11,True
11362,11,True
80275,43,False
4984,8,False
54364,29,False
76906,43,False
47698,25,True
14358,11,False
75331,41,False
79307,43,True
58061,38,False
52932,26,False
20037,13,True
57415,38,False
6967,10,True
60483,39,True
71329,41,True
5237,8,False
47114,25,True
80055,43,True
6783,9,True
7362,10,False
61074,39,False
23013,13,False
44695,23,False
59683,38,False
39237,18,False
28698,15,False
45145,23,False
34689,17,True
37585,18,True
5267,8,True
33627,16,False
56508,36,False
8029,10,True
5228,8,False
48394,25,True
72625,41,True
48210,25,True
38250,18,True
34151,17,False
44083,21,False
56048,34,False
40847,18,False
47857,25,False
68370,41,True
12162,11,True
6998,10,False
28567,15,False
23288,13,True
2057,7,False
66617,40,False
69945,41,False
27852,15,False
23689,13,False
69379,41,False
9568,11,True
10425,11,True
24693,14,True
3213,8,True
54207,29,True
46964,25,True
71739,41,False
16135,12,True
49489,25,True
2356,7,False
11787,11,True
75340,41,False
21678,13,True
30497,15,False
202,4,False
74275,41,True
53832,27,False
56595,36,True
45140,23,False
14788,11,False
53693,27,True
73705,41,False
70147,41,False
31826,16,True
66497,40,False
46928,25,False
67741,40,False
23727,13,False
15312,12,True
66442,40,True
30902,16,True
34986,17,False
5727,8,False
48392,25,True
24228,14,True
61316,39,True
28463,15,False
75449,41,True
61171,39,False
59839,38,False
44379,22,False
33177,16,True
20400,13,True
19553,13,True
51861,26,True
22088,13,False
36997,18,True
51201,26,False
74922,41,True
32046,16,False
42663,20,True
34493,17,True
15769,12,True
44257,21,False
52078,26,True
56573,36,False
68442,41,True
14394,11,True
60593,39,False
1039,6,False
3765,8,True
53558,27,False
41618,18,True
56135,35,False
20901,13,False
66115,40,False
22944,13,True
56952,37,True
14960,11,True
16392,12,False
17233,12,True
70999,41,True
11405,11,False
26348,14,False
23176,13,False
71426,41,False
24267,14,False
52460,26,False
56427,35,False
72174,41,True
68286,41,True
15556,12,True
3946,8,True
29100,15,False
37914,18,False
30338,15,True
11409,11,False
25469,14,True
1482,7,True
10449,11,False
42040,19,True
55488,32,False
77838,43,False
37927,18,False
23429,13,False
46638,25,False
9204,11,True
44846,23,True
79893,43,True
6086,9,True
23344,13,True
80423,43,False
64424,40,False
14213,11,False
23411,13,True
25791,14,True
78951,43,True
70867,41,True
48194,25,True
57678,38,True
46116,24,True
60123,39,True
52956,26,False
69521,41,False
59610,38,False
56950,37,False
32439,16,False
68169,41,True
54639,30,True
62195,39,True
36437,18,False
73948,41,False
54408,30,False
44205,21,False
19324,13,False
14199,11,True
45303,24,True
18244,12,False
68372,41,True
64197,40,False
63986,40,False
5378,8,True
12957,11,False
23316,13,False
58480,38,False
31708,16,False
78891,43,True
5206,8,True
30433,15,True
65807,40,True
22430,13,True
20882,13,False
21174,13,True
44899,23,False
41323,18,True
29797,15,False
80631,43,False
38827,18,True
69855,41,False
60421,39,False
57287,38,False
78956,43,True
35934,17,False
46771,25,True
69935,41,False
73506,41,False
57061,37,False
44151,21,True
32288,16,True
28842,15,True
63397,40,False
30225,15,False
35046,17,True
65189,40,False
26062,14,False
3128,8,False
61929,39,True
47569,25,False
66382,40,False
66291,40,False
20420,13,True
23105,13,False
51330,26,True
56025,34,True
3975,8,False
46069,24,False
23483,13,True
1463,7,True
76673,41,False
50934,25,True
43560,21,True
73373,41,True
5427,8,False
54995,31,False
13511,11,True
68067,40,False
45104,23,False
62932,40,False
8697,10,False
23980,14,False
75556,41,True
68103,40,True
41697,18,False
55080,31,False
12354,11,True
76977,43,True
42601,20,False
2088,7,False
66926,40,False
13251,11,True
73969,41,True
12606,11,False
25075,14,True
43096,20,True
43938,21,True
51420,26,True
32300,16,False
73092,41,False
53900,27,False
45184,24,False
25078,14,True
71009,41,True
74391,41,True
57212,38,False
37618,18,False
16606,12,False
36734,18,True
9765,11,False
62037,39,True
12990,11,True
66724,40,True
80220,43,True
18860,13,False
57922,38,True
55519,32,False
50147,25,True
72007,41,True
45137,23,False
13143,11,True
69555,41,True
37367,18,True
67956,40,True
50681,25,True
32481,16,True
68830,41,False
68694,41,False
67694,40,False
72364,41,False
44679,23,True
6542,9,True
66877,40,True
68226,41,True
6565,9,False
1747,7,False
1949,7,False
52047,26,True
79274,43,True
76267,41,True
7804,10,True
63749,40,True
12959,11,True
5352,8,True
22290,13,True
28584,15,True
44231,21,False
51498,26,False
24120,14,True
31150,16,False
70636,41,True
47386,25,True
7263,10,True
4157,8,True
28460,15,True
26239,14,True
26160,14,True
14115,11,True
27877,15,True
75626,41,True
32279,16,True
59658,38,True
59147,38,True
18462,12,False
29804,15,True
57778,38,False
9403,11,False
7270,10,True
19790,13,False
1587,7,True
2942,8,True
31507,16,False
73629,41,True
70375,41,False
14742,11,False
64140,40,True
79360,43,False
46612,25,False
59411,38,False
53616,27,True
66158,40,True
32162,16,False
55878,34,False
163,4,False
68027,40,False
6832,10,False
56735,37,True
50077,25,True
20899,13,False
16441,12,True
11634,11,True
45203,24,False
21917,13,True
52960,26,True
13616,11,True
35162,17,False
15644,12,True
77449,43,True
39705,18,False
69181,41,True
25426,14,True
55736,33,True
6031,9,True
15558,12,False
40119,18,True
72306,41,True
20012,13,False
36575,18,True
15877,12,True
36525,18,False
49307,25,False
78169,43,False
61456,39,False
75052,41,True
31799,16,False
80761,43,True
2126,7,True
62835,40,False
22650,13,False
38453,18,True
6560,9,False
16354,12,True
11404,11,False
54452,30,True
68071,40,False
1478,7,True
48393,25,True
43682,21,True
24851,14,False
30243,15,False
64359,40,False
65930,40,False
75516,41,True
27646,14,False
40716,18,False
16424,12,True
72432,41,True
9776,11,True
74981,41,False
52516,26,True
30236,15,False
13861,11,True
21057,13,True
81003,43,False
39971,18,False
71912,41,True
64758,40,False
22896,13,False
2557,7,True
57640,38,True
72171,41,False
17431,12,True
54897,30,True
24427,14,True
58636,38,False
40897,18,False
39176,18,False
74220,41,True
54197,28,True
80222,43,True
80722,43,False
70326,41,True
46199,24,True
766,6,True
73557,41,False
73409,41,True
50308,25,True
56098,34,False
30397,15,True
47084,25,False
74212,41,False
38627,18,True
18814,13,False
29152,15,False
43652,21,False
18033,12,True
44218,21,True
62227,39,True
35967,18,False
56011,34,False
2494,7,True
8497,10,False
65684,40,True
7005,10,False
64482,40,True
9118,11,False
32187,16,True
31905,16,True
49432,25,False
71747,41,False
66470,40,False
49703,25,False
80135,43,True
17714,12,False
6481,9,True
74425,41,True
39085,18,False
75878,41,False
6309,9,True
16486,12,False
75653,41,True
60836,39,True
68257,41,False
67139,40,True
40192,18,True
53654,27,False
27507,14,True
55956,34,True
1205,7,True
78413,43,False
65764,40,False
53268,26,True
59014,38,False
70387,41,False
21633,13,True
15295,11,False
3799,8,False
72845,41,False
32942,16,False
53939,27,True
36078,18,True
78857,43,False
36558,18,True
1789,7,True
8130,10,True
50418,25,True
9819,11,False
27298,14,False
56415,35,True
79101,43,False
40660,18,False
290,4,True
57673,38,False
41856,18,True
28808,15,False
20026,13,True
23785,13,False
56212,35,True
41233,18,True
29758,15,False
16036,12,False
48970,25,True
5804,8,False
76493,41,True
80752,43,False
69177,41,True
61888,39,False
50947,26,True
80263,43,True
68634,41,True
53836,27,False
4218,8,False
61253,39,False
14692,11,True
74816,41,False
12271,11,False
65559,40,True
19761,13,False
26125,14,True
14198,11,True
16616,12,True
12101,11,False
27227,14,False
15895,12,True
66968,40,True
70484,41,True
65649,40,True
77830,43,True
29417,15,False
22997,13,False
43171,20,False
11862,11,True
11419,11,False
54109,28,False
59900,39,True
76256,41,False
8789,10,True
77094,43,True
51567,26,False
48842,25,True
21959,13,False
51391,26,False
46089,24,True
44505,22,True
8255,10,True
61652,39,True
967,6,False
69875,41,True
59700,38,False
35021,17,True
67815,40,False
19193,13,True
8088,10,True
21554,13,False
62702,40,True
46396,24,False
36348,18,False
47721,25,True
43791,21,False
25156,14,False
43456,21,False
62522,40,False
24765,14,False
43936,21,True
70531,41,False
22691,13,False
73080,41,True
54991,31,False
69960,41,True
44682,23,False
35850,17,False
73721,41,False
10125,11,True
78659,43,True
60780,39,True
78521,43,False
30191,15,True
71794,41,False
76726,41,True
21631,13,False
16417,12,True
44342,22,False
61949,39,False
22003,13,False
32621,16,False
69627,41,False
50651,25,True
1744,7,False
26285,14,False
19356,13,False
46551,24,False
5547,8,True
18679,13,True
46137,24,True
52961,26,False
35407,17,False
67615,40,True
47260,25,False
67494,40,True
22585,13,True
3205,8,True
25649,14,False
12586,11,False
79932,43,True
21694,13,True
1254,7,True
59994,39,False
27683,14,False
55565,32,True
79679,43,False
57262,38,True
19337,13,True
25393,14,True
28383,15,False
19826,13,True
64680,40,True
54327,29,False
28722,15,True
57797,38,True
11905,11,False
10834,11,False
47590,25,False
24647,14,False
9682,11,False
47595,25,True
63888,40,True
56541,36,True
20307,13,False
35499,17,True
32992,16,True
46609,24,False
72431,41,True
21188,13,False
13489,11,False
22437,13,False
58220,38,False
32923,16,True
45432,24,False
63088,40,True
60106,39,True
43731,21,True
63825,40,True
58352,38,True
65160,40,True
32480,16,True
25989,14,True
17747,12,True
46080,24,False
53089,26,False
38647,18,False
62333,39,True
47372,25,True
79935,43,True
71490,41,False
19500,13,False
42112,19,True
5384,8,False
66120,40,True
49652,25,False
43440,21,False
56203,35,False
4705,8,True
53849,27,False
26523,14,False
10884,11,False
63396,40,False
58704,38,False
79302,43,True
53587,27,False
60984,39,False
32359,16,False
636,5,True
23517,13,True
16846,12,True
68682,41,False
46991,25,True
69676,41,False
63226,40,True
22930,13,True
68480,41,True
53488,26,True
50221,25,True
45710,24,False
37756,18,True
27330,14,True
75766,41,False
17913,12,True
40817,18,True
27438,14,True
64645,40,True
60240,39,False
60707,39,False
47984,25,False
68989,41,False
53660,27,True
25235,14,True
48800,25,True
18886,13,False
26459,14,True
19713,13,False
51417,26,False
46973,25,True
15832,12,True
66605,40,False
39334,18,False
54110,28,True
55815,34,False
17679,12,True
75433,41,False
47927,25,True
58787,38,True
13246,11,False
50967,26,True
3569,8,False
36,4,False
52703,26,False
78705,43,False
17286,12,False
52666,26,False
51232,26,False
29976,15,False
8180,10,False
74363,41,True
73387,41,True
72032,41,True
13085,11,False
69832,41,True
53270,26,False
31822,16,True
73098,41,False
37727,18,False
50845,25,False
12212,11,True
60726,39,True
26071,14,True
56830,37,False
62620,40,False
59682,38,True
41709,18,True
60191,39,False
52124,26,True
13686,11,True
71765,41,False
32502,16,True
26770,14,True
43120,20,True
56075,34,False
2426,7,False
67765,40,False
71778,41,True
60457,39,False
10695,11,True
24435,14,True
53547,27,True
24268,14,False
971,6,True
44788,23,True
54395,30,True
10375,11,False
48808,25,True
60592,39,True
68,4,True
77567,43,True
29986,15,True
22258,13,True
32048,16,False
35079,17,False
17808,12,False
46074,24,False
18584,12,False
39465,18,True
29602,15,False
59311,38,True
76970,43,True
78227,43,False
29130,15,False
47865,25,False
8617,10,True
21918,13,True
43761,21,False
31720,16,False
37808,18,False
72258,41,False
74788,41,True
18400,12,True
29629,15,False
25344,14,True
1151,7,True
19684,13,False
43800,21,True
55822,34,True
21886,13,False
14096,11,True
40823,18,True
44031,21,True
80421,43,False
23987,14,True
11336,11,False
47524,25,True
51907,26,True
35118,17,True
39820,18,True
50460,25,True
68433,41,False
21200,13,True
23612,13,False
72227,41,True
30546,15,True
46250,24,True
64209,40,False
15002,11,True
45499,24,False
63279,40,False
28769,15,True
5222,8,True
7650,10,False
7550,10,True
75996,41,True
73437,41,True
77369,43,False
18460,12,True
72829,41,False
17474,12,False
4643,8,False
35460,17,True
74726,41,False
14938,11,True
79106,43,True
10299,11,False
43940,21,False
49002,25,True
1519,7,True
304,4,True
49586,25,True
19848,13,True
11433,11,True
63075,40,False
76579,41,True
76434,41,False
49987,25,True
23570,13,True
36591,18,True
74738,41,False
55871,34,False
80512,43,True
35549,17,True
56665,36,True
46253,24,False
44105,21,True
60982,39,False
16227,12,True
22084,13,True
60806,39,True
18662,13,True
68531,41,False
17064,12,False
38134,18,False
71125,41,False
17978,12,True
41792,18,True
1292,7,False
59641,38,True
63381,40,False
56855,37,True
35751,17,True
30611,15,False
32652,16,False
11159,11,False
47770,25,True
45842,24,True
63502,40,True
38216,18,True
67571,40,True
59639,38,True
63942,40,True
71233,41,False
39668,18,False
38332,18,False
58925,38,True
2048,7,False
45647,24,False
65724,40,False
4890,8,True
70177,41,False
2948,8,False
62482,40,False
33026,16,False
48899,25,False
12675,11,True
66686,40,False
25031,14,True
6689,9,True
54570,30,False
7325,10,False
48341,25,False
9288,11,False
31439,16,False
71084,41,False
11223,11,False
64537,40,False
55595,33,True
32882,16,False
66200,40,True
30328,15,True
76757,41,True
69902,41,False
75147,41,False
44794,23,False
47063,25,False
19259,13,True
18557,12,True
51010,26,True
56351,35,False
